Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-14,2023,4,14,,11.2,,0.9,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,19.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-15,2023,4,15,,11.1,,6.0,,8.6,,9.4,,0.0,,5.0,,0.0,,5.0,,,,12.0,,41.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-16,2023,4,16,,11.4,,5.6,,8.5,,9.5,,0.0,,9.9,,0.0,,9.9,,,,19.0,,49.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-17,2023,4,17,,9.6,,2.7,,6.2,,11.8,,0.0,,1.9,,0.0,,1.9,,,,9.0,,56.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-18,2023,4,18,,9.9,,5.0,,7.5,,10.5,,0.0,,0.9,,0.0,,0.9,,,,15.0,,53.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-19,2023,4,19,,10.9,,5.0,,8.0,,10.0,,0.0,,2.8,,0.0,,2.8,,,,14.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-20,2023,4,20,,9.6,,4.0,,6.8,,11.2,,0.0,,17.9,,0.0,,17.9,,,,11.0,,67.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-21,2023,4,21,,11.1,,5.2,,8.2,,9.8,,0.0,,0.2,,0.0,,0.2,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-22,2023,4,22,,11.7,,7.1,,9.4,,8.6,,0.0,,7.4,,0.0,,7.4,,,,9.0,,31.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-23,2023,4,23,,11.5,,8.1,,9.8,,8.2,,0.0,,8.7,,0.0,,8.7,,,,17.0,,40.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-24,2023,4,24,,12.7,,3.8,,8.3,,9.7,,0.0,,0.2,,0.0,,0.2,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-25,2023,4,25,,14.3,,6.6,,10.5,,7.5,,0.0,,0.0,,0.0,,0.0,,,,21.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-26,2023,4,26,,14.6,,7.9,,11.3,,6.7,,0.0,,1.4,,0.0,,1.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-27,2023,4,27,,14.8,,4.7,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-28,2023,4,28,,17.0,,5.6,,11.3,,6.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-29,2023,4,29,,22.8,,7.7,,15.3,,2.7,,0.0,,0.0,,0.0,,0.0,,,,13.0,,37.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-04-30,2023,4,30,,14.8,,9.8,,12.3,,5.7,,0.0,,0.0,T,0.0,,0.0,T,,,12.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-01,2023,5,1,,14.3,,8.2,,11.3,,6.7,,0.0,,0.0,T,0.0,,0.0,T,,,29.0,,44.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-02,2023,5,2,,16.9,,9.2,,13.1,,4.9,,0.0,,0.0,,0.0,,0.0,,,,31.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-03,2023,5,3,,18.7,,11.4,,15.1,,2.9,,0.0,,0.0,,0.0,,0.0,,,,11.0,,45.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-04,2023,5,4,,19.1,,11.7,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,11.0,,48.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-05,2023,5,5,,12.4,,9.8,,11.1,,6.9,,0.0,,15.6,,0.0,,15.6,,,,11.0,,50.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-06,2023,5,6,,13.6,,8.5,,11.1,,6.9,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-07,2023,5,7,,16.0,,7.2,,11.6,,6.4,,0.0,,0.0,,0.0,,0.0,,,,19.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-08,2023,5,8,,15.2,,5.1,,10.2,,7.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-09,2023,5,9,,16.8,,8.4,,12.6,,5.4,,0.0,,0.0,,0.0,,0.0,,,,20.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-10,2023,5,10,,18.3,,7.0,,12.7,,5.3,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-11,2023,5,11,,20.8,,9.1,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-12,2023,5,12,,23.1,,7.6,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-13,2023,5,13,,21.9,,9.8,,15.9,,2.1,,0.0,,0.0,,0.0,,0.0,,,,30.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-14,2023,5,14,,23.7,,11.1,,17.4,,0.6,,0.0,,0.0,,0.0,,0.0,,,,30.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-15,2023,5,15,,24.6,,12.4,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,32.0,,37.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-16,2023,5,16,,20.9,,15.1,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,13.0,,60.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-17,2023,5,17,,21.8,,12.1,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-18,2023,5,18,,25.4,,14.2,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,,,11.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-19,2023,5,19,,22.2,,11.9,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-20,2023,5,20,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-21,2023,5,21,,19.1,,11.3,,15.2,,2.8,,0.0,,0.0,,0.0,,0.0,,,,11.0,,38.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-22,2023,5,22,,,M,,M,,M,,M,,M,0.5,,0.0,,0.5,,,,28.0,,41.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-23,2023,5,23,,15.0,,9.6,,12.3,,5.7,,0.0,,0.0,T,0.0,,0.0,T,,,23.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-24,2023,5,24,,18.4,,9.9,,14.2,,3.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-25,2023,5,25,,20.8,,9.6,,15.2,,2.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-26,2023,5,26,,21.9,,11.3,,16.6,,1.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-27,2023,5,27,,19.8,,13.8,,16.8,,1.2,,0.0,,0.0,T,0.0,,0.0,T,,,19.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-28,2023,5,28,,19.2,,11.5,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,19.0,,41.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-29,2023,5,29,,20.1,,10.1,,15.1,,2.9,,0.0,,0.0,,0.0,,0.0,,,,19.0,,34.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-30,2023,5,30,,17.1,,10.2,,13.7,,4.3,,0.0,,0.0,,0.0,,0.0,,,,21.0,,34.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-05-31,2023,5,31,,17.9,,9.4,,13.7,,4.3,,0.0,,0.0,,0.0,,0.0,,,,26.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-01,2023,6,1,,18.3,,9.0,,13.7,,4.3,,0.0,,0.0,,0.0,,0.0,,,,19.0,,31.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-02,2023,6,2,,21.8,,9.0,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,19.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-03,2023,6,3,,22.5,,9.4,,16.0,,2.0,,0.0,,0.0,,0.0,,0.0,,,,19.0,,41.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-04,2023,6,4,,20.1,,13.3,,16.7,,1.3,,0.0,,0.0,,0.0,,0.0,,,,29.0,,47.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-05,2023,6,5,,19.3,,12.0,,15.7,,2.3,,0.0,,0.0,,0.0,,0.0,,,,29.0,,59.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-06,2023,6,6,,21.7,,13.2,,17.5,,0.5,,0.0,,0.0,,0.0,,0.0,,,,30.0,,48.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-07,2023,6,7,,25.7,,12.4,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-08,2023,6,8,,22.9,,12.1,,17.5,,0.5,,0.0,,0.0,,0.0,,0.0,,,,12.0,,38.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-09,2023,6,9,,17.3,,11.6,,14.5,,3.5,,0.0,,5.7,,0.0,,5.7,,,,9.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-10,2023,6,10,,14.6,,11.4,,13.0,,5.0,,0.0,,8.9,,0.0,,8.9,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-11,2023,6,11,,19.9,,11.4,,15.7,,2.3,,0.0,,0.0,,0.0,,0.0,,,,29.0,,40.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-12,2023,6,12,,21.7,,13.1,,17.4,,0.6,,0.0,,0.0,,0.0,,0.0,,,,29.0,,38.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-13,2023,6,13,,19.2,,13.4,,16.3,,1.7,,0.0,,0.9,,0.0,,0.9,,,,28.0,,54.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-14,2023,6,14,,17.0,,11.5,,14.3,,3.7,,0.0,,0.0,,0.0,,0.0,,,,27.0,,57.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-15,2023,6,15,,21.0,,10.9,,16.0,,2.0,,0.0,,0.0,,0.0,,0.0,,,,19.0,,41.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-16,2023,6,16,,21.2,,13.1,,17.2,,0.8,,0.0,,0.0,T,0.0,,0.0,T,,,11.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-17,2023,6,17,,18.9,,11.9,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,9.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-18,2023,6,18,,16.1,,9.2,,12.7,,5.3,,0.0,,0.0,T,0.0,,0.0,T,,,7.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-19,2023,6,19,,13.8,,10.4,,12.1,,5.9,,0.0,,4.4,,0.0,,4.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-20,2023,6,20,,16.1,,10.8,,13.5,,4.5,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-21,2023,6,21,,19.6,,12.2,,15.9,,2.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-22,2023,6,22,,21.8,,10.8,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-23,2023,6,23,,25.2,,11.7,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,11.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-24,2023,6,24,,19.9,,13.4,,16.7,,1.3,,0.0,,0.0,,0.0,,0.0,,,,9.0,,46.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-25,2023,6,25,,21.8,,10.6,,16.2,,1.8,,0.0,,,M,0.0,,,M,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-26,2023,6,26,,23.8,,12.0,,17.9,,0.1,,0.0,,0.0,,0.0,,0.0,,,,20.0,,38.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-27,2023,6,27,,22.5,,12.5,,17.5,,0.5,,0.0,,0.0,,0.0,,0.0,,,,20.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-28,2023,6,28,,25.1,,13.7,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,20.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-29,2023,6,29,,24.4,,14.3,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-06-30,2023,6,30,,22.0,,13.3,,17.7,,0.3,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-01,2023,7,1,,22.4,,11.9,,17.2,,0.8,,0.0,,0.0,,0.0,,0.0,,,,28.0,,46.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-02,2023,7,2,,21.9,,14.7,,18.3,,0.0,,0.3,,0.0,,0.0,,0.0,,,,29.0,,54.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-03,2023,7,3,,21.8,,15.0,,18.4,,0.0,,0.4,,0.0,,0.0,,0.0,,,,30.0,,43.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-04,2023,7,4,,25.0,,15.6,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,30.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-05,2023,7,5,,25.5,,14.9,,20.2,,0.0,,2.2,,0.0,,0.0,,0.0,,,,30.0,,31.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-06,2023,7,6,,26.3,,14.5,,20.4,,0.0,,2.4,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-07,2023,7,7,,22.8,,14.5,,18.7,,0.0,,0.7,,0.0,,0.0,,0.0,,,,11.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-08,2023,7,8,,22.2,,14.1,,18.2,,0.0,,0.2,,0.0,,0.0,,0.0,,,,11.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-09,2023,7,9,,24.0,,13.6,,18.8,,0.0,,0.8,,0.0,,0.0,,0.0,,,,19.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-10,2023,7,10,,20.3,,13.5,,16.9,,1.1,,0.0,,0.0,,0.0,,0.0,,,,10.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-11,2023,7,11,,22.7,,13.6,,18.2,,0.0,,0.2,,0.0,,0.0,,0.0,,,,13.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-12,2023,7,12,,24.0,,14.3,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-13,2023,7,13,,23.4,,13.5,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,20.0,,34.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-14,2023,7,14,,25.1,,13.4,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,24.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-15,2023,7,15,,29.2,,14.4,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-16,2023,7,16,,26.9,,13.3,,20.1,,0.0,,2.1,,0.0,,0.0,,0.0,,,,19.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-17,2023,7,17,,24.7,,16.5,,20.6,,0.0,,2.6,,0.0,,0.0,,0.0,,,,19.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-18,2023,7,18,,22.8,,12.8,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-19,2023,7,19,,26.3,,13.9,,20.1,,0.0,,2.1,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-20,2023,7,20,,28.8,,16.0,,22.4,,0.0,,4.4,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-21,2023,7,21,,25.2,,15.2,,20.2,,0.0,,2.2,,0.0,,0.0,,0.0,,,,11.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-22,2023,7,22,,26.0,,14.6,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,18.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-23,2023,7,23,,23.8,,14.5,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,,,19.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-24,2023,7,24,,19.4,,14.2,,16.8,,1.2,,0.0,,18.8,,0.0,,18.8,,,,7.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-25,2023,7,25,,21.4,,12.4,,16.9,,1.1,,0.0,,1.7,,0.0,,1.7,,,,13.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-26,2023,7,26,,21.7,,13.0,,17.4,,0.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-27,2023,7,27,,22.4,,14.0,,18.2,,0.0,,0.2,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-28,2023,7,28,,23.6,,13.8,,18.7,,0.0,,0.7,,0.0,,0.0,,0.0,,,,20.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-29,2023,7,29,,23.5,,15.3,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,14.0,,40.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-30,2023,7,30,,23.7,,13.2,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-07-31,2023,7,31,,22.9,,12.7,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,20.0,,31.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-01,2023,8,1,,22.9,,13.4,,18.2,,0.0,,0.2,,,M,,M,,M,,,21.0,,31.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-02,2023,8,2,,23.4,,13.6,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,29.0,,40.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-03,2023,8,3,,24.5,,14.2,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-04,2023,8,4,,24.7,,14.0,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-05,2023,8,5,,26.1,,15.0,,20.6,,0.0,,2.6,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-06,2023,8,6,,22.9,,15.7,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,11.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-07,2023,8,7,,23.8,,16.3,,20.1,,0.0,,2.1,,0.0,,0.0,,0.0,,,,17.0,,34.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-08,2023,8,8,,22.6,,16.3,,19.5,,0.0,,1.5,,0.0,T,0.0,,0.0,T,,,11.0,,34.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-09,2023,8,9,,22.7,,16.4,,19.6,,0.0,,1.6,,11.8,,0.0,,11.8,,,,13.0,,40.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-10,2023,8,10,,22.5,,14.6,,18.6,,0.0,,0.6,,2.4,,0.0,,2.4,,,,20.0,,31.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-11,2023,8,11,,23.4,,13.5,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,20.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-12,2023,8,12,,24.0,,16.6,,20.3,,0.0,,2.3,,,M,0.0,,,M,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-13,2023,8,13,,24.3,,17.3,,20.8,,0.0,,2.8,,,M,0.0,,,M,,,30.0,,47.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-14,2023,8,14,,24.4,,17.6,,21.0,,0.0,,3.0,,0.0,,0.0,,0.0,,,,29.0,,43.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-15,2023,8,15,,26.0,,16.7,,21.4,,0.0,,3.4,,0.0,,0.0,,0.0,,,,30.0,,45.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-16,2023,8,16,,24.7,,15.7,,20.2,,0.0,,2.2,,0.0,,0.0,,0.0,,,,30.0,,36.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-17,2023,8,17,,23.9,,16.6,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,28.0,,40.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-18,2023,8,18,,21.7,,13.9,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,28.0,,60.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-19,2023,8,19,,18.3,,9.7,,14.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,30.0,,44.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-20,2023,8,20,,18.0,,13.6,,15.8,,2.2,,0.0,,0.0,,0.0,,0.0,,,,30.0,,47.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-21,2023,8,21,,22.4,,10.4,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,12.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-22,2023,8,22,,21.1,,12.0,,16.6,,1.4,,0.0,,0.0,,0.0,,0.0,,,,12.0,,40.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-23,2023,8,23,,20.5,,13.3,,16.9,,1.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-24,2023,8,24,,20.3,,10.1,,15.2,,2.8,,0.0,,0.0,,0.0,,0.0,,,,31.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-25,2023,8,25,,21.3,,12.5,,16.9,,1.1,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-26,2023,8,26,,23.4,,10.8,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-27,2023,8,27,,25.5,,12.7,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-28,2023,8,28,,22.3,,15.5,,18.9,,0.0,,0.9,,0.0,T,0.0,,0.0,T,,,11.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-29,2023,8,29,,17.1,,14.6,,15.9,,2.1,,0.0,,17.0,,0.0,,17.0,,,,10.0,,31.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-30,2023,8,30,,22.9,,13.3,,18.1,,0.0,,0.1,,0.3,,0.0,,0.3,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-08-31,2023,8,31,,20.0,,14.2,,17.1,,0.9,,0.0,,2.8,,0.0,,2.8,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-01,2023,9,1,,21.3,,13.9,,17.6,,0.4,,0.0,,0.0,,0.0,,0.0,,,,30.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-02,2023,9,2,,22.5,,13.5,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-03,2023,9,3,,21.0,,13.3,,17.2,,0.8,,0.0,,0.6,,0.0,,0.6,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-04,2023,9,4,,19.6,,12.7,,16.2,,1.8,,0.0,,0.0,,0.0,,0.0,,,,25.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-05,2023,9,5,,20.5,,13.1,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,,,16.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-06,2023,9,6,,20.1,,12.1,,16.1,,1.9,,0.0,,0.0,,0.0,,0.0,,,,19.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-07,2023,9,7,,19.8,,12.6,,16.2,,1.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-08,2023,9,8,,19.2,,10.2,,14.7,,3.3,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-09,2023,9,9,,21.7,,9.9,,15.8,,2.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-10,2023,9,10,,25.2,,12.9,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2023-09-11,2023,9,11,,21.7,,14.8,,18.3,,0.0,,0.3,,0.0,T,0.0,,0.0,T,,,19.0,,34.0,
